Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
26/04/2016,40,69.21848,69.21848,492.4395
26/04/2016,41,71.17743,71.17743,459.9871
26/04/2016,42,72.89,72.89,366.7208
26/04/2016,43,55.69007,55.69007,259.7475
26/04/2016,44,29.96261,29.96261,-135.1912
26/04/2016,45,29.96385,29.96385,-96.7216
26/04/2016,46,26.97777,26.97777,-255.0345
26/04/2016,47,30.11,30.11,-56.6503
26/04/2016,48,26.19845,26.19845,-74.3488
27/04/2016,1,41.95205,41.95205,130.7502
27/04/2016,2,42.0296,42.0296,224.8142
27/04/2016,3,41.24491,41.24491,109.7692
27/04/2016,4,41.86535,41.86535,202.5017
27/04/2016,5,42,42,263.4001
27/04/2016,6,42,42,336.325
27/04/2016,7,42.28717,42.28717,322.5368
27/04/2016,8,42.44,42.44,391.3417
27/04/2016,9,42.21369,42.21369,333.2834
27/04/2016,10,42.27573,42.27573,325.5583
27/04/2016,11,42.44,42.44,387.9827
27/04/2016,12,42.44,42.44,226.7032
27/04/2016,13,42.45275,42.45275,264.049
27/04/2016,14,41.08409,41.08409,29.588
27/04/2016,15,23.38652,23.38652,-255.2658
27/04/2016,16,23.04104,23.04104,-135.6496
27/04/2016,17,22.45,22.45,-271.0893
27/04/2016,18,22.45,22.45,-678.6056
27/04/2016,19,24.4,24.4,-666.6674
27/04/2016,20,23.4,23.4,-497.5458
27/04/2016,21,23.86083,23.86083,-308.4381
27/04/2016,22,24.09303,24.09303,-172.2416
27/04/2016,23,24.5,24.5,-61.6229
27/04/2016,24,24.5,24.5,-33.0815
27/04/2016,25,39.8,39.8,49.7541
27/04/2016,26,45.89949,45.89949,139.0667
27/04/2016,27,42.98465,42.98465,112.6405
27/04/2016,28,39.9771,39.9771,55.5149
27/04/2016,29,28.80476,28.80476,-73.9538
27/04/2016,30,24.5784,24.5784,-257.8841
27/04/2016,31,23.4,23.4,-528.6451
27/04/2016,32,23.55405,23.55405,-260.22
27/04/2016,33,24.8,24.8,-46.5674
27/04/2016,34,83.41647,83.41647,86.9713
27/04/2016,35,71.83249,71.83249,46.9
27/04/2016,36,83.7142,83.7142,152.0788
27/04/2016,37,28.59328,28.59328,-76.5291
27/04/2016,38,28.63194,28.63194,-262.9032
27/04/2016,39,28.82696,28.82696,-248.1084
27/04/2016,40,29.20541,29.20541,-129.5271
27/04/2016,41,31.28729,31.28729,-12.7393
27/04/2016,42,68,68,159.9518
27/04/2016,43,68,68,85.144
27/04/2016,44,31.52,31.52,-9.3903
27/04/2016,45,46.95,46.95,108.3074
27/04/2016,46,46,46,91.0213
27/04/2016,47,40.94,40.94,16.6613
27/04/2016,48,40.69138,40.69138,25.3461
28/04/2016,1,48.85862,48.85862,77.1094
28/04/2016,2,24.95,24.95,-29.6001
28/04/2016,3,40.14,40.14,25.9816
28/04/2016,4,40.14,40.14,303.7769
28/04/2016,5,40.14,40.14,275.4471
28/04/2016,6,39.04986,39.04986,135.1666
28/04/2016,7,37.9,37.9,9.1896
28/04/2016,8,38.6377,38.6377,81.4703
28/04/2016,9,37.9,37.9,23.867
28/04/2016,10,41.06209,41.06209,120.4917
28/04/2016,11,39.30059,39.30059,266.8343
28/04/2016,12,41.3,41.3,138.6091
28/04/2016,13,68,68,301.9076
28/04/2016,14,70.4733,70.4733,238.519
28/04/2016,15,65.71054,65.71054,53.8437
28/04/2016,16,68,68,14.1384
28/04/2016,17,29.15,29.15,-175.1078
28/04/2016,18,28.01992,28.01992,-592.4939
28/04/2016,19,27.9414,27.9414,-756.8374
28/04/2016,20,27.10236,27.10236,-945.3209
28/04/2016,21,26.5,26.5,-1070.6962
28/04/2016,22,26.5,26.5,-835.1376
28/04/2016,23,26.5,26.5,-518.0972
28/04/2016,24,25.7,25.7,-401.6958
28/04/2016,25,25.7,25.7,-229.3693
28/04/2016,26,28.11,28.11,-97.166
28/04/2016,27,41.33,41.33,14.3084
28/04/2016,28,41.33,41.33,77.6879
28/04/2016,29,41.44465,41.44465,387.0015
28/04/2016,30,41.49,41.49,346.4149
28/04/2016,31,41.4,41.4,204.1055
28/04/2016,32,57.95,57.95,408.1554
28/04/2016,33,57.95,57.95,362.5818
28/04/2016,34,70.99016,70.99016,400.3867
28/04/2016,35,63.9885,63.9885,163.8584
28/04/2016,36,25.2,25.2,-67.6032
28/04/2016,37,25,25,-266.5149
28/04/2016,38,25.08894,25.08894,-297.5094
28/04/2016,39,25.2,25.2,-7.458
28/04/2016,40,57.95,57.95,253.585
28/04/2016,41,57.95,57.95,281.3064
28/04/2016,42,57.95,57.95,310.4661
28/04/2016,43,57.95,57.95,280.5852
28/04/2016,44,50,50,94.5333
28/04/2016,45,46.16528,46.16528,196.0599
28/04/2016,46,42.45,42.45,123.419
28/04/2016,47,24.45,24.45,-222.785
28/04/2016,48,24.45,24.45,-161.1534
29/04/2016,1,24.00983,24.00983,-141.1459
29/04/2016,2,24.45,24.45,-195.5694
29/04/2016,3,23.45,23.45,-235.7849
29/04/2016,4,27.26,27.26,-27.6835
29/04/2016,5,39.14,39.14,127.6453
29/04/2016,6,38.95,38.95,57.9096
29/04/2016,7,39.92405,39.92405,290.1161
29/04/2016,8,39.67806,39.67806,328.0485
29/04/2016,9,38.44,38.44,55.8258
29/04/2016,10,32.75451,32.75451,-20.3838
29/04/2016,11,28,28,-34.1439
29/04/2016,12,38.34,38.34,48.0383
29/04/2016,13,23,23,-149.2756
29/04/2016,14,27.67866,27.67866,-62.717
29/04/2016,15,24.91295,24.91295,-328.8868
29/04/2016,16,25,25,-227.9882
29/04/2016,17,27.07189,27.07189,-101.1263
29/04/2016,18,25,25,-536.8405
29/04/2016,19,24.18724,24.18724,-435.8077
29/04/2016,20,24.03329,24.03329,-413.4212
29/04/2016,21,23.5,23.5,-584.4968
29/04/2016,22,24.1,24.1,-456.6045
29/04/2016,23,23.39987,23.39987,-335.233
29/04/2016,24,24.5,24.5,-303.1299
29/04/2016,25,23.57198,23.57198,-250.4398
29/04/2016,26,23.96054,23.96054,-289.2666
29/04/2016,27,24.5,24.5,-190.3893
29/04/2016,28,30,30,-6.4872
29/04/2016,29,37.05,37.05,72.9777
29/04/2016,30,24.5,24.5,-16.9033
29/04/2016,31,23.00243,23.00243,-682.8296
29/04/2016,32,23.54133,23.54133,-422.3385
29/04/2016,33,24,24,-286.1175
29/04/2016,34,23.5,23.5,-516.1868
29/04/2016,35,23.5,23.5,-420.0077
29/04/2016,36,24.5,24.5,-158.9585
29/04/2016,37,24.5,24.5,-216.3821
29/04/2016,38,24.5,24.5,-84.6744
29/04/2016,39,55.9906,55.9906,128.5592
29/04/2016,40,137.1,137.1,498.6297
29/04/2016,41,129.5,129.5,564.923
29/04/2016,42,129.40517,129.40517,562.6536
29/04/2016,43,141.91686,141.91686,558.6605
29/04/2016,44,125,125,224.5091
29/04/2016,45,43.99504,43.99504,98.1065
29/04/2016,46,39.45,39.45,96.7525
29/04/2016,47,45,45,317.5627
29/04/2016,48,39.45,39.45,0.7927
30/04/2016,1,42,42,7.3906
30/04/2016,2,25.31497,25.31497,-113.3455
30/04/2016,3,46.82687,46.82687,94.4738
30/04/2016,4,135,135,355.1504
30/04/2016,5,60,60,382.4882
30/04/2016,6,60,60,415.939
30/04/2016,7,60,60,432.654
30/04/2016,8,45.07936,45.07936,235.2417
30/04/2016,9,51.2115,51.2115,373.3749
30/04/2016,10,41.37087,41.37087,214.6662
30/04/2016,11,41,41,3.807
30/04/2016,12,24.81143,24.81143,-83.1084
30/04/2016,13,41.10402,41.10402,134.454
30/04/2016,14,44.39893,44.39893,254.7907
30/04/2016,15,51.34463,51.34463,17.107
30/04/2016,16,60,60,102.4305
30/04/2016,17,26.06056,26.06056,-59.245
30/04/2016,18,25.84717,25.84717,-242.0589
30/04/2016,19,25.89,25.89,-228.2723
30/04/2016,20,25.99,25.99,-372.4834
30/04/2016,21,26.01,26.01,-327.453
30/04/2016,22,25.99,25.99,-248.125
30/04/2016,23,27.65255,27.65255,-63.921
30/04/2016,24,76.97693,76.97693,287.7089
30/04/2016,25,135,135,338.1232
30/04/2016,26,47.33636,47.33636,131.254
30/04/2016,27,26.35921,26.35921,-136.781
30/04/2016,28,25.35802,25.35802,-398.5384
30/04/2016,29,25.75,25.75,-210.6583
30/04/2016,30,25.98383,25.98383,-283.945
30/04/2016,31,26.35,26.35,-279.2176
30/04/2016,32,-0.05,-0.05,-454.9976
30/04/2016,33,26.39,26.39,-357.1556
30/04/2016,34,47.37608,47.37608,41.8199
30/04/2016,35,107.12044,107.12044,253.0772
30/04/2016,36,72,72,245.3195
30/04/2016,37,71.76013,71.76013,251.6278
30/04/2016,38,55,55,6.964
30/04/2016,39,55,55,130.9573
30/04/2016,40,55,55,99.3165
30/04/2016,41,55,55,209.3332
30/04/2016,42,72,72,324.0416
30/04/2016,43,93.8,93.8,403.6162
30/04/2016,44,135,135,531.683
30/04/2016,45,112.00002,112.00002,355.5751
30/04/2016,46,26.79,26.79,-96.1001
30/04/2016,47,26.79,26.79,-249.3768
30/04/2016,48,26.79,26.79,-264.5551
1/5/2016,1,26.01154,26.01154,-457.7907
1/5/2016,2,25.77,25.77,-401.7252
1/5/2016,3,26.64004,26.64004,-294.7485
1/5/2016,4,26.69,26.69,-13.2895
1/5/2016,5,26.66,26.66,-2.6885
1/5/2016,6,25.2,25.2,-127.7827
1/5/2016,7,25.86912,25.86912,-39.4323
1/5/2016,8,31.37,31.37,-117.1548
1/5/2016,9,31.63,31.63,-61.5695
1/5/2016,10,35,35,-186.6409
1/5/2016,11,17.25,17.25,-246.586
1/5/2016,12,17.25,17.25,-336.5069
1/5/2016,13,25.77,25.77,-66.7543
1/5/2016,14,39.7,39.7,57.4624
1/5/2016,15,31.32218,31.32218,-87.0419
1/5/2016,16,25.77,25.77,-243.6121
1/5/2016,17,28.1,28.1,-498.2677
1/5/2016,18,15,15,-609.3231
1/5/2016,19,22.1,22.1,-740.6983
1/5/2016,20,22.1,22.1,-662.0625
1/5/2016,21,22.1,22.1,-524.0423
1/5/2016,22,15,15,-433.3088
1/5/2016,23,23.15,23.15,-422.5499
1/5/2016,24,24.01,24.01,-530.6759
1/5/2016,25,24.01463,24.01463,-576.7684
1/5/2016,26,24,24,-478.1589
1/5/2016,27,24,24,-609.5863
1/5/2016,28,23.81699,23.81699,-554.5275
1/5/2016,29,24.55,24.55,-322.7132
1/5/2016,30,23.55,23.55,-347.3866
1/5/2016,31,23.55,23.55,-377.0699
1/5/2016,32,23.55,23.55,-423.5097
1/5/2016,33,23.93254,23.93254,-298.6048
1/5/2016,34,26.11,26.11,-29.1856
1/5/2016,35,44.91492,44.91492,196.5018
1/5/2016,36,64.06349,64.06349,203.8708
1/5/2016,37,73.98093,73.98093,179.2128
1/5/2016,38,24.21529,24.21529,-157.4044
1/5/2016,39,25.88458,25.88458,-240.6917
1/5/2016,40,24,24,-602.6568
1/5/2016,41,23.85,23.85,-555.9221
1/5/2016,42,24.89759,24.89759,-293.9649
1/5/2016,43,25.57223,25.57223,-293.4231
1/5/2016,44,25.35671,25.35671,-296.6875
1/5/2016,45,23.66627,23.66627,-369.2065
1/5/2016,46,25.52,25.52,-205.4634
1/5/2016,47,19.66,19.66,-166.9543
1/5/2016,48,20.77411,20.77411,-88.3712
2/5/2016,1,19.58067,19.58067,-206.5455
2/5/2016,2,19.66,19.66,-191.2293
2/5/2016,3,39.95,39.95,33.8751
2/5/2016,4,41.4,41.4,239.5309
2/5/2016,5,41.33031,41.33031,118.6391
2/5/2016,6,39.95,39.95,55.7531
2/5/2016,7,19.66,19.66,-122.0142
2/5/2016,8,19.58,19.58,-339.3926
2/5/2016,9,0,0,-446.0681
2/5/2016,10,9.37493,9.37493,-413.3664
2/5/2016,11,19.58456,19.58456,-184.6526
2/5/2016,12,19.58,19.58,-298.4731
2/5/2016,13,40.45,40.45,56.2571
2/5/2016,14,40.45117,40.45117,98.7091
2/5/2016,15,41,41,123.9806
2/5/2016,16,41,41,141.0666
2/5/2016,17,19.66,19.66,-248.0738
2/5/2016,18,19.66,19.66,-189.1337
2/5/2016,19,51.19639,51.19639,65.8922
2/5/2016,20,24,24,-16.5141
2/5/2016,21,26.80801,26.80801,-15.3333
2/5/2016,22,40.48,40.48,43.8791
2/5/2016,23,24,24,-246.1464
2/5/2016,24,23.5,23.5,-213.0572
2/5/2016,25,23.26,23.26,-59.4029
2/5/2016,26,23.15,23.15,-91.7177
2/5/2016,27,1.06232,1.06232,-170.0353
2/5/2016,28,-4.33816,-4.33816,-74.0729
2/5/2016,29,25.94,25.94,-181.2778
2/5/2016,30,23.6,23.6,-296.677
2/5/2016,31,40.23,40.23,56.8569
2/5/2016,32,40.23,40.23,24.833
2/5/2016,33,43.1177,43.1177,49.5862
2/5/2016,34,22,22,-144.7052
2/5/2016,35,21,21,-203.8524
2/5/2016,36,26.41938,26.41938,-93.4334
2/5/2016,37,23.72442,23.72442,-221.1948
2/5/2016,38,23.85,23.85,-278.9493
2/5/2016,39,24.39412,24.39412,-212.1824
2/5/2016,40,54.95,54.95,5.1256
2/5/2016,41,54.95,54.95,30.627
2/5/2016,42,55,55,197.2731
2/5/2016,43,89.28868,89.28868,481.8544
2/5/2016,44,73.72808,73.72808,461.7201
2/5/2016,45,54.99464,54.99464,522.4991
2/5/2016,46,44,44,273.0356
2/5/2016,47,39.95,39.95,65.6294
2/5/2016,48,18.72,18.72,-200.3832
3/5/2016,1,18.65527,18.65527,-313.1463
3/5/2016,2,-36.22794,-36.22794,-545.5
3/5/2016,3,18.63003,18.63003,-333.3002
3/5/2016,4,22,22,-53.2624
3/5/2016,5,39.75,39.75,11.785
3/5/2016,6,22,22,-43.4388
3/5/2016,7,18.72,18.72,-64.8519
3/5/2016,8,18.72,18.72,-161.9404
3/5/2016,9,18.72,18.72,-170.467
3/5/2016,10,18.72,18.72,-195.4362
3/5/2016,11,18.72,18.72,-200.3126
3/5/2016,12,18.6304,18.6304,-329.6079
3/5/2016,13,39.95,39.95,366.064
3/5/2016,14,59.73024,59.73024,567.197
3/5/2016,15,59.5,59.5,202.3779
3/5/2016,16,26.01,26.01,-65.9333
3/5/2016,17,25.89,25.89,-311.843
3/5/2016,18,25.75579,25.75579,-568.7695
3/5/2016,19,25.5,25.5,-696.2105
3/5/2016,20,25.5,25.5,-654.9155
3/5/2016,21,22.68466,22.68466,-726.3488
3/5/2016,22,25,25,-652.8982
3/5/2016,23,10,10,-641.2059
3/5/2016,24,23.12,23.12,-510.2124
3/5/2016,25,25.27516,25.27516,-321.4836
3/5/2016,26,8.39144,8.39144,-462.0176
3/5/2016,27,22.11,22.11,-507.1087
3/5/2016,28,22.11,22.11,-440.7918
3/5/2016,29,22.01,22.01,-479.4916
3/5/2016,30,22.01,22.01,-561.5099
3/5/2016,31,22,22,-938.1652
3/5/2016,32,22.01,22.01,-791.6161
3/5/2016,33,22.51404,22.51404,-942.7138
3/5/2016,34,22.68058,22.68058,-848.2706
3/5/2016,35,24.2,24.2,-779.5272
3/5/2016,36,24.65,24.65,-610.1575
3/5/2016,37,25.32378,25.32378,-571.2341
3/5/2016,38,25.5,25.5,-407.5396
3/5/2016,39,25.65,25.65,-298.3167
3/5/2016,40,25.65,25.65,-336.8932
3/5/2016,41,26.49475,26.49475,-22.6488
3/5/2016,42,47.90207,47.90207,41.1453
3/5/2016,43,105.8258,105.8258,295.4082
3/5/2016,44,110,110,446.32
3/5/2016,45,80.25,80.25,519.0373
3/5/2016,46,39.45,39.45,353.4517
3/5/2016,47,36.64077,36.64077,61.3154
3/5/2016,48,20.15838,20.15838,-129.2086
4/5/2016,1,24.72,24.72,-4.0126
4/5/2016,2,38.75,38.75,64.9557
4/5/2016,3,38.97438,38.97438,150.5541
4/5/2016,4,16,16,-12.9432
4/5/2016,5,39.95,39.95,305.9303
4/5/2016,6,39.85,39.85,424.8248
4/5/2016,7,39.45,39.45,367.5673
4/5/2016,8,39.45,39.45,356.9167
4/5/2016,9,43.74692,43.74692,282.2114
4/5/2016,10,44.45,44.45,408.0834
4/5/2016,11,44.45,44.45,469.5665
4/5/2016,12,39.90679,39.90679,256.4294
4/5/2016,13,38.95,38.95,91.3063
4/5/2016,14,20.80957,20.80957,-182.5592
4/5/2016,15,25.59885,25.59885,-241.8575
4/5/2016,16,25.89,25.89,-143.6529
4/5/2016,17,24.58468,24.58468,-428.8444
4/5/2016,18,22.06615,22.06615,-732.8879
4/5/2016,19,22.50371,22.50371,-661.136
4/5/2016,20,21.06,21.06,-841.6186
4/5/2016,21,15,15,-1120.1336
4/5/2016,22,10,10,-1206.215
4/5/2016,23,10,10,-965.1773
4/5/2016,24,10,10,-756.8087
4/5/2016,25,10,10,-787.3903
4/5/2016,26,10,10,-856.675
4/5/2016,27,10,10,-808.1896
4/5/2016,28,10,10,-848.4448
4/5/2016,29,10,10,-847.3588
4/5/2016,30,10,10,-923.197
4/5/2016,31,10,10,-892.2875
4/5/2016,32,10,10,-842.8753
4/5/2016,33,10,10,-913.695
4/5/2016,34,10,10,-607.5236
4/5/2016,35,23,23,-677.0555
4/5/2016,36,22.75,22.75,-682.4384
4/5/2016,37,22.75,22.75,-667.5587
4/5/2016,38,22.75,22.75,-599.9778
4/5/2016,39,23.8,23.8,-426.2355
4/5/2016,40,23.8,23.8,-367.1768
4/5/2016,41,22.75,22.75,-373.0684
4/5/2016,42,21,21,-365.6224
4/5/2016,43,24.01489,24.01489,-100.8996
4/5/2016,44,24.89,24.89,-9.6633
4/5/2016,45,24.84613,24.84613,-4.1653
4/5/2016,46,20.79904,20.79904,-274.0206
4/5/2016,47,24.00781,24.00781,-51.342
4/5/2016,48,15.74,15.74,-189.0084
5/5/2016,1,15.74,15.74,-340.9932
5/5/2016,2,13.7,13.7,-369.8629
5/5/2016,3,15.74,15.74,-281.9785
5/5/2016,4,16.62831,16.62831,-89.6419
5/5/2016,5,17,17,-62.7582
5/5/2016,6,38.58959,38.58959,44.269
5/5/2016,7,39.2,39.2,72.8573
5/5/2016,8,39.2,39.2,7.4667
5/5/2016,9,39.2,39.2,2.4751
5/5/2016,10,39.2,39.2,95.9501
5/5/2016,11,39.25,39.25,201.7738
5/5/2016,12,39.25,39.25,129.8167
5/5/2016,13,39.25,39.25,293.0654
5/5/2016,14,39.29385,39.29385,212.2414
5/5/2016,15,23.73565,23.73565,-263.5992
5/5/2016,16,23.19924,23.19924,-459.8649
5/5/2016,17,23.87028,23.87028,-498.9797
5/5/2016,18,24.01233,24.01233,-715.6664
5/5/2016,19,18.95625,18.95625,-561.9202
5/5/2016,20,21.52001,21.52001,-619.162
5/5/2016,21,23.95265,23.95265,-889.3599
5/5/2016,22,21.45,21.45,-867.8335
5/5/2016,23,16,16,-877.7721
5/5/2016,24,16,16,-894.5859
5/5/2016,25,16,16,-899.9541
5/5/2016,26,16.56225,16.56225,-755.3191
5/5/2016,27,15.00667,15.00667,-702.5653
5/5/2016,28,15,15,-713.306
5/5/2016,29,17,17,-515.7667
5/5/2016,30,17,17,-660.1083
5/5/2016,31,12,12,-1056.4695
5/5/2016,32,17,17,-986.5372
5/5/2016,33,24.02697,24.02697,-761.7778
5/5/2016,34,24.33127,24.33127,-571.8454
5/5/2016,35,22.36712,22.36712,-690.9479
5/5/2016,36,23.24494,23.24494,-341.1847
5/5/2016,37,24.33685,24.33685,-79.5387
5/5/2016,38,24.41394,24.41394,-56.8601
5/5/2016,39,23.85,23.85,-429.568
5/5/2016,40,23.91146,23.91146,-420
5/5/2016,41,24.3,24.3,-354.5199
5/5/2016,42,24.3,24.3,-169.3757
5/5/2016,43,24.38756,24.38756,-115.5681
5/5/2016,44,24.28402,24.28402,-288.9834
5/5/2016,45,24.56,24.56,-219.3502
5/5/2016,46,24.56,24.56,-276.8853
5/5/2016,47,39,39,11.9976
5/5/2016,48,39.25,39.25,136.1603
6/5/2016,1,15.9704,15.9704,-0.3256
6/5/2016,2,39.66113,39.66113,88.7917
6/5/2016,3,39,39,19.3999
6/5/2016,4,39,39,28.4333
6/5/2016,5,39,39,1.2
6/5/2016,6,18.4707,18.4707,-73.2955
6/5/2016,7,15.9704,15.9704,-143.701
6/5/2016,8,15.9704,15.9704,-168.2277
6/5/2016,9,15.9704,15.9704,-116.3333
6/5/2016,10,15.9704,15.9704,-63.3333
6/5/2016,11,20.6,20.6,-23.3916
6/5/2016,12,17.68015,17.68015,-103.8251
6/5/2016,13,15.9704,15.9704,-169.6595
6/5/2016,14,24.69,24.69,-126.9081
6/5/2016,15,24.2526,24.2526,-304.8665
6/5/2016,16,24.96005,24.96005,-175.0471
6/5/2016,17,39.57703,39.57703,44.1321
6/5/2016,18,25.15318,25.15318,-268.8199
6/5/2016,19,24.56,24.56,-324.8284
6/5/2016,20,24.56,24.56,-422.6354
6/5/2016,21,17.01589,17.01589,-488.1149
6/5/2016,22,22.83144,22.83144,-572.7967
6/5/2016,23,25.406,25.406,-289.581
6/5/2016,24,24.48249,24.48249,-403.7756
6/5/2016,25,24.38338,24.38338,-454.6769
6/5/2016,26,24.85976,24.85976,-571.1125
6/5/2016,27,25.28247,25.28247,-430.8603
6/5/2016,28,25.21,25.21,-619.0027
6/5/2016,29,25.45,25.45,-557.8124
6/5/2016,30,25.45,25.45,-545.4998
6/5/2016,31,25.45,25.45,-594.9813
6/5/2016,32,25.45,25.45,-471.6012
6/5/2016,33,25.43802,25.43802,-428.9214
6/5/2016,34,25.45,25.45,-307.1941
6/5/2016,35,25.45,25.45,-184.457
6/5/2016,36,25.45,25.45,-134.8163
6/5/2016,37,26.32503,26.32503,-25.0716
6/5/2016,38,25.5,25.5,-5.4761
6/5/2016,39,110,110,116.8796
6/5/2016,40,25.5,25.5,-15.6253
6/5/2016,41,39,39,68.0523
6/5/2016,42,25.5,25.5,-15.1773
6/5/2016,43,25.45,25.45,-230.0384
6/5/2016,44,25.43233,25.43233,-350.4894
6/5/2016,45,25.45,25.45,-442.152
6/5/2016,46,25.45,25.45,-343.4107
6/5/2016,47,42,42,272.115
6/5/2016,48,22.0652,22.0652,-76.176
7/5/2016,1,25.4,25.4,-137.7859
7/5/2016,2,25.4,25.4,-78.4103
7/5/2016,3,25.4,25.4,-3.8903
7/5/2016,4,39.5,39.5,6.7655
7/5/2016,5,39,39,56.3889
7/5/2016,6,25.4,25.4,-104.4756
7/5/2016,7,25.4,25.4,-224.7064
7/5/2016,8,12.65001,12.65001,-286.6459
7/5/2016,9,12.03158,12.03158,-365.914
7/5/2016,10,10.40142,10.40142,-555.8212
7/5/2016,11,10,10,-652.1943
7/5/2016,12,10,10,-639.0662
7/5/2016,13,12.02,12.02,-448.2114
7/5/2016,14,11.06222,11.06222,-588.6966
7/5/2016,15,10,10,-626.177
7/5/2016,16,10,10,-485.6001
7/5/2016,17,21.95,21.95,-454.6964
7/5/2016,18,23.64136,23.64136,-241.5252
7/5/2016,19,24.68048,24.68048,-102.9102
7/5/2016,20,24.89867,24.89867,-56.456
7/5/2016,21,24.68493,24.68493,-45.4833
7/5/2016,22,24.48718,24.48718,-216.2836
7/5/2016,23,24.4867,24.4867,-367.1914
7/5/2016,24,24.45,24.45,-668.3117
7/5/2016,25,21.06985,21.06985,-703.4948
7/5/2016,26,24.44643,24.44643,-514.0899
7/5/2016,27,3,3,-491.6721
7/5/2016,28,3,3,-340.1505
7/5/2016,29,15,15,-102.0761
7/5/2016,30,38.77,38.77,82.2078
7/5/2016,31,40.52603,40.52603,312.4336
7/5/2016,32,44.95,44.95,395.7693
7/5/2016,33,39.25,39.25,280
7/5/2016,34,56.65084,56.65084,363.1412
7/5/2016,35,59.27835,59.27835,189.6397
7/5/2016,36,101.78186,101.78186,433.0208
7/5/2016,37,150,150,681.075
7/5/2016,38,160,160,800.2848
7/5/2016,39,89.95586,89.95586,399.5063
7/5/2016,40,26.13915,26.13915,-56.3636
7/5/2016,41,24.65167,24.65167,-188.5593
7/5/2016,42,24.69,24.69,-214.1262
7/5/2016,43,24.69,24.69,-175.7776
7/5/2016,44,24.69,24.69,-266.6117
7/5/2016,45,39.98091,39.98091,56.2787
7/5/2016,46,47,47,182.3596
7/5/2016,47,38.94,38.94,6.0366
7/5/2016,48,47,47,41.0942
8/5/2016,1,23.86659,23.86659,-92.8511
8/5/2016,2,6.94,6.94,-286.3743
8/5/2016,3,6.94,6.94,-308.6669
8/5/2016,4,6.94,6.94,-193.994
8/5/2016,5,6.94,6.94,-148.6418
8/5/2016,6,6.94,6.94,-114.5085
8/5/2016,7,39.5,39.5,45.5822
8/5/2016,8,45.67999,45.67999,196.5369
8/5/2016,9,46,46,180.9061
8/5/2016,10,44.74763,44.74763,105.2752
8/5/2016,11,38.75,38.75,30.7986
8/5/2016,12,24.69,24.69,-1.128
8/5/2016,13,41.41846,41.41846,93.4077
8/5/2016,14,45,45,236.4264
8/5/2016,15,24.69,24.69,-67.7005
8/5/2016,16,24.56,24.56,-191.1322
8/5/2016,17,6.94,6.94,-262.7852
8/5/2016,18,6.94,6.94,-258.6509
8/5/2016,19,3.79187,3.79187,-197.7752
8/5/2016,20,-2,-2,-118.5129
8/5/2016,21,24.54913,24.54913,-153.0734
8/5/2016,22,24.52,24.52,-275.0777
8/5/2016,23,24.52,24.52,-336.525
8/5/2016,24,24.52,24.52,-481.2527
8/5/2016,25,24.52,24.52,-500.7167
8/5/2016,26,24.52,24.52,-631.6569
8/5/2016,27,24.5101,24.5101,-611.7059
8/5/2016,28,8.72263,8.72263,-589.4019
8/5/2016,29,0,0,-703.16
8/5/2016,30,0,0,-798.4178
8/5/2016,31,-13.43288,-13.43288,-936.725
8/5/2016,32,-30.965,-30.965,-978.5286
8/5/2016,33,-28.01111,-28.01111,-868.1815
8/5/2016,34,-5,-5,-674.2459
8/5/2016,35,0,0,-604.9013
8/5/2016,36,21.34978,21.34978,-366.7968
8/5/2016,37,24.03449,24.03449,-290.6257
8/5/2016,38,49.99,49.99,89.1237
8/5/2016,39,25.03,25.03,-0.0995
8/5/2016,40,107,107,79.2318
8/5/2016,41,104.712,104.712,160.5275
8/5/2016,42,89.70632,89.70632,167.8832
8/5/2016,43,150,150,420.4973
8/5/2016,44,24.55802,24.55802,-171.5877
8/5/2016,45,24.5,24.5,-272.7528
8/5/2016,46,24.5503,24.5503,-194.9405
8/5/2016,47,41,41,64.2858
8/5/2016,48,19,19,-307.5426
9/5/2016,1,10,10,-315.8339
9/5/2016,2,18.51052,18.51052,-86.6878
9/5/2016,3,22.62868,22.62868,-67.0171
9/5/2016,4,42.05177,42.05177,115.1422
9/5/2016,5,42.67705,42.67705,100.1001
9/5/2016,6,43.3947,43.3947,103.8066
9/5/2016,7,24.62,24.62,-42.3151
9/5/2016,8,20.43676,20.43676,-115.8584
9/5/2016,9,17.10438,17.10438,-157.8571
9/5/2016,10,23.63819,23.63819,-171.659
9/5/2016,11,22.46113,22.46113,-108.886
9/5/2016,12,24.61845,24.61845,-75.8823
9/5/2016,13,55,55,183.9271
9/5/2016,14,55,55,118.3678
9/5/2016,15,56,56,269.6067
9/5/2016,16,55,55,152.8779
9/5/2016,17,56,56,416.7289
9/5/2016,18,56,56,321.3569
9/5/2016,19,56,56,156.2221
9/5/2016,20,48.5146,48.5146,22.9233
9/5/2016,21,24.54016,24.54016,-124.4066
9/5/2016,22,24.52,24.52,-358.8361
9/5/2016,23,24.52,24.52,-449.5032
9/5/2016,24,24.5,24.5,-717.1348
9/5/2016,25,24.51448,24.51448,-636.105
9/5/2016,26,24.55812,24.55812,-700.1136
9/5/2016,27,24.65,24.65,-444.8847
9/5/2016,28,24.65,24.65,-310.4935
9/5/2016,29,24.72928,24.72928,-90.707
9/5/2016,30,49,49,107.5464
9/5/2016,31,24.78365,24.78365,-120.528
9/5/2016,32,24.84913,24.84913,-88.315
